product_name,product_category,product_price,product_description,brand_name,stock_quantity,manufacturer,sku,weight,color
Chipotle Seasoning Blend,Food - Spices,2058.06,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Jaxworks,505,Topicblab,11410-501,86.9,Crimson
Wireless Earbuds,Audio,8426.83,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Skinder,841,Brightdog,36987-3219,27.1,Green
Portable Solar Charger,Electronics,8262.17,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Wordtune,,Quaxo,68682-367,65.2,Pink
Laptop Stand,Accessories,9293.39,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Chatterpoint,92,Lazzy,68025-058,46.4,Turquoise
Electric Knife,Kitchen,5026.32,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Flashspan,778,Kare,52125-277,54.2,Red
Car Trash Can,Automotive,8706.34,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Ntag,88,Eadel,44911-0045,61,Maroon
LED Desk Lamp with USB Charging,Office,6348.6,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Jatri,416,Twitterbridge,54575-391,7.2,Orange
Bamboo Cutting Board Set,Kitchen,6097.09,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Camido,483,Gabtype,47682-410,91.8,Puce
Spinach and Ricotta Ravioli,Food - Pasta,8541.54,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Youtags,684,Devify,41163-917,1.1,Pink
Cat Scratching Post with Toys,Pets,8739.96,,Meemm,574,Tazzy,0173-0602,58.7,Blue
LED Desk Lamp,,774.03,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Fiveclub,155,Podcat,56104-008,91.6,Crimson
Chopping Board,Kitchen,7340.75,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Dabshots,56,Fanoodle,46017-024,66.2,Fuscia
Pet Hair Removal Roller,Pets,4001.85,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Agimba,944,Chatterpoint,49981-003,67.7,Khaki
Fresh Cilantro,Food - Produce,6135.12,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",,933,Edgeclub,55910-311,97.1,Puce
Wild Rice Pilaf,,9227.2,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Voolith,32,Skinte,,14.4,Teal
Cinnamon Sugar Donuts,Food - Bakery,3384.96,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Teklist,98,Jaxbean,63304-791,93.4,Teal
Outdoor Camping Hammock,Outdoor,1009.4,,Jazzy,404,Jetpulse,50232-001,66.1,Crimson
Vegetable Spiralizer,Kitchen,7409.39,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Realfire,319,Lazz,0713-0623,55.9,Puce
Vanilla Bean Greek Yogurt,Food - Dairy,5025.28,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Pixonyx,376,Topicshots,11822-0137,50.7,Yellow
Crispy Rice Treats,,8004.38,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Avaveo,678,Yodoo,55050-0006,78.4,Puce
Chocolate Chip Pancake Mix,Food - Bakery,1674.02,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Wordpedia,386,Edgeclub,0519-1171,82.6,Violet
Children's Gardening Set,Toys,7780.65,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Dynabox,44,Skynoodle,52316-191,12,Red
Ultraviolet Phone Sanitizer,Health,2027.29,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Tekfly,213,Brightdog,68987-022,48.5,Khaki
Frozen Berry Blend,Food - Frozen Foods,9829.05,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Gigaclub,577,Rhyzio,0409-1412,2.8,Turquoise
,Clothing - Outerwear,4914.18,,Bluezoom,190,Babbleset,66472-039,84.1,Pink
Frozen Berry Blend,Food - Frozen Foods,8325.29,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Trilia,935,Avamm,66116-405,70.2,Fuscia
Vintage Graphic Tee,Clothing - Tops,2451.41,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Skivee,743,Oodoo,49288-0033,92.8,Orange
Mushroom Soup (canned),Food - Canned Goods,3390.18,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Rhycero,341,Zoombox,68788-9695,65.9,Teal
Cinnamon Roll Protein Bar,Food - Snacks,7698.67,,Snaptags,944,Centizu,49884-093,8.6,Teal
Deep Tissue Massage Gun,Health,6527.08,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Vitz,743,Minyx,60512-6033,67.9,Teal
Fitbit Activity Tracker,Fitness,1708.24,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Tagpad,799,Mybuzz,69133-020,75.5,Khaki
Beef Stroganoff Mix,,4360.35,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Realcube,80,Yombu,65841-654,0.2,Indigo
Apple Cinnamon Instant Oatmeal,,1489.32,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Skyndu,241,Linklinks,63459-504,75,Goldenrod
Wireless Printer,,3076.9,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Avamm,17,Feedspan,62191-012,9.8,Khaki
Stainless Steel Water Pitcher,Kitchen,4568.22,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Izio,817,Demizz,49349-360,68.5,Maroon
Pet Waterer with Filtration,Pets,706.5,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Plambee,,Leenti,0615-7544,26,Teal
Scent Diffuser Oil,Home,7215.84,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Brightdog,528,Zava,0268-1608,20.7,Aquamarine
Lemon Herb Quinoa,Food - Grains,3349.77,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Mudo,52,Brainlounge,21221-001,99.2,Green
Blueberry Muffin Mix,Food - Baking,8950.14,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Aimbu,396,Kimia,52664-001,99.2,Yellow
Portable Air Pump,Outdoor,3638.86,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",BlogXS,241,Skynoodle,39822-3015,25.6,Teal
Kids' Building Blocks,Toys,1081.29,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Jazzy,364,Mynte,0078-0248,23,Indigo
Spicy Tuna Sushi Kit,Food - Prepared Meals,2634.24,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Jatri,,Skidoo,11559-040,5.8,
Artisan Pickles,Food - Condiments,5885.58,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Gigazoom,984,Feedmix,57520-0092,88,Mauv
Ergonomic Mouse Pad with Wrist Support,Office,6820.98,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Zoomlounge,514,Tagchat,49348-228,57.6,Blue
Pet Bed,,5901.6,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Fiveclub,528,Jetwire,57520-0603,44,Khaki
Honeycrisp Apple Chips,Food - Snacks,6386.56,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Geba,1,Photobean,33342-072,86.2,Goldenrod
Hummus,,1369.52,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Bluezoom,513,Skyvu,10812-343,50.6,Violet
Classic Vanilla Fudge,,1487.03,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Nlounge,772,Flashpoint,0615-7661,91.1,
Honey Sesame Chicken,,4798.25,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Babbleopia,621,Fiveclub,41268-484,14.2,Puce
Essential Oil Roller Bottles,Health,5710.39,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Dabshots,344,Innotype,52125-642,15.9,Khaki
Spicy Chicken Wings,Food - Meat,8748.41,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Tavu,238,Ooba,58411-229,80.8,Red
Compressible Packing Cubes,Travel,9874.28,,Agimba,519,Babbleopia,60986-1004,20.4,Fuscia
Puff Pastry,Food - Bakery,8102.95,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Gigabox,818,Youtags,68747-6028,92.3,Orange
Organic Ramen Noodles,Food - Pasta,445.04,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Topicware,210,Eamia,49348-097,36.1,Fuscia
Wireless Game Controller,Gaming,5870.01,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Jayo,815,Zoombox,0173-0821,76.2,Orange
Caramel Apple Chips,Food - Snacks,8136.87,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Centimia,331,Linkbridge,67938-2007,35.2,Maroon
Smartphone Gimbal Stabilizer,Photography,8536.38,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Dabfeed,532,Camimbo,42291-220,0.8,Maroon
Portable Pet Water Bottle,Pets,439.98,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Photobug,764,Devbug,52685-318,47.2,Goldenrod
Herbal Tea Variety Pack,Food - Beverages,7022.02,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Realbuzz,421,Skyble,60429-725,34.9,Indigo
Brownie Bites,Food - Baked Goods,1641.26,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Fivespan,,Wikido,55289-334,8.8,Mauv
Italian Sausage and Peppers,Food - Meat,100.84,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Fatz,494,Blogpad,49349-279,97.8,Teal
Cheddar Cheese Slices,Food - Dairy,4037.79,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Dynabox,567,Photobug,66621-4000,47.6,Crimson
Self-Cleaning Water Bottle,Fitness,592.96,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Youfeed,223,Kwideo,53014-584,13.5,Yellow
Cinnamon Raisin Bagels,Food - Bakery,9847.61,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Demizz,521,Wordpedia,64117-222,53.5,
Mini Electric Kettle,Kitchen,1351.52,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Quamba,735,Pixonyx,45802-466,25.4,Orange
Organic Quinoa Chips,Food - Snacks,6035.35,,Shufflester,51,Photojam,57525-000,42.3,Yellow
Maple Bacon Potato Chips,,7867.04,,Mynte,6,Feedmix,0904-6352,5,Khaki
Spicy Beef Taco Mix,Food - Condiments,932.23,,Kanoodle,73,Brainbox,62175-581,22.9,Blue
Under Desk Footrest,Office,3224.15,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Zazio,813,Trupe,50436-3174,96.9,Blue
Stainless Steel Water Pitcher,Kitchen,1897.87,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Realbridge,664,Tazz,33261-764,61.9,Pink
Portable Phone Charger,Accessories,7377.3,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Centizu,150,Devcast,49527-003,10,Turquoise
Fruit and Nut Energy Bites,Food - Snacks,1667.84,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Gevee,982,Devbug,63868-370,28.8,Indigo
Shoe Organizer,,154.3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Browsezoom,967,Jayo,24236-754,38.6,Blue
Peanut Butter,Food - Condiments,3296.2,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Lazz,599,Vidoo,52125-535,97.7,Khaki
Car Phone Mount,Automotive,879.98,,Skipfire,588,Quimm,36987-1717,20.6,Mauv
Wooden Children's Play Kitchen,Toys,1895.08,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Roodel,,Thoughtstorm,60429-152,69.6,Yellow
Garlic Parmesan Roasted Nuts,Food - Nuts,6994.38,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Brainbox,181,Oyondu,63629-3561,97.1,Red
Fitness Tracker Band,Fitness,5598.31,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Skyba,588,Flashspan,11109-000,89.6,Blue
Cranberry Almond Biscotti,,4250.07,,Blogtag,350,Photobean,46708-089,57,Indigo
Frozen Chicken Nuggets,Food - Frozen Foods,5542,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Rhycero,,Photolist,0185-4400,14.2,
Electric Nail File Kit,Beauty,392.8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Voonder,234,Fanoodle,57955-2071,91.2,Crimson
Vegetarian Stuffed Peppers,,7488.78,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Pixope,854,Gigazoom,55316-400,73.3,Crimson
Handheld Vacuum,Home Appliances,1586.53,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Layo,39,Miboo,76214-040,21.8,Violet
Wireless Printer,Office,7352.11,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Bubbletube,566,Tagtune,53145-059,90.6,Teal
Frozen Cauliflower Rice,Food - Frozen Foods,7102.74,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Bubblebox,42,Voolith,37000-603,56.6,Maroon
Set of Herb Garden Markers,Garden,8812.17,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Roomm,87,Devcast,59158-915,44.4,Puce
Customizable Name Plate,,9092.5,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Dynazzy,,Pixoboo,52685-305,87.7,Fuscia
Cinnamon Sugar Popcorn,Food - Snacks,70.65,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Wordify,390,Livetube,0268-0911,35.3,
Almond Butter Cups,Food - Snacks,4889.07,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Eire,596,Skimia,64724-1016,74.3,Maroon
Silicone Baking Cups,,,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Meevee,164,,57373-103,64.7,Blue
Sweet and Spicy Barbecue Sauce,,4981.04,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Quamba,806,Yakidoo,52584-004,41.9,Orange
Sports Water Bottle with Infuser,Fitness,3615.44,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Kazio,138,Centimia,0085-4354,13.8,Green
Cacao Nibs,Food - Baking,8695.96,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Edgeify,744,Centizu,55154-9525,25.9,Turquoise
